target,regime_type,sample_scope,factor_name,method,window,total_date_n,estimate_type,regime,estimate,hac_se,hac_t,regime_date_n,min_component_n,small_sample,p_nominal,q_bh
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.031037164734576725,0.016550759902259446,-1.8752712816732753,65,32,False,0.060755412109061456,0.33944900512433285
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,-0.06641081875086491,0.0057478073315072944,-11.55411358116095,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.06592426141600106,0.009408640789213524,-7.006778438345687,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,-0.07148258381813258,0.01264446527355744,-5.653270602721297,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.0050717650672676695,0.013277524627892513,-0.3819812208529633,65,32,False,0.7024752939727663,0.7586733174905876
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,-0.07130457174437668,0.005593288860097961,-12.748236954657811,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,-0.06611592845357431,0.006454592399419679,-10.24323835840024,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,-0.06421495675540057,0.00888482466221553,-7.227487226448861,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,0.007089614988976117,0.010160697536694789,0.6977488468062719,65,32,False,0.4853342744025451,0.728094367220545
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,RAW_COMMON,60,100,REGIME_MEAN,LOW,-0.18392867309312935,0.009879172190327128,-18.617822379208775,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,outside_community_degree_percentile,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.19326432926638792,0.016583041673461897,-11.654335378995754,35,35,False,,
