window_id,network_date,regime,stock,name,industry,node_novelty_score,node_novelty_share,same_node_novelty_score,cross_node_novelty_score,cross_node_novelty_share,node_novelty_rank
3,2024-03-20,R1,000001,平安银行,银行,0.007760930459174016,0.1497621130596216,0.002111807658346947,0.005649122800827069,0.7278924647687536,1
3,2024-03-20,R1,000568,泸州老窖,食品饮料,0.002199711160421922,0.042447666969648426,0.0019412333461812424,0.0002584778142406796,0.11750534292470541,11
3,2024-03-20,R1,000725,京东方A,电子,0.004091441420691473,0.07895224881162362,0.0025999868056015853,0.0014914546150898878,0.3645303602655088,6
3,2024-03-20,R1,000858,五粮液,食品饮料,0.0041344711025046495,0.07978258946555988,0.0022110021497662494,0.0019234689527383997,0.4652273301833379,5
3,2024-03-20,R1,002415,海康威视,电子,0.001057557234891856,0.020407605378254,6.567583328472872e-05,0.0009918814016071271,0.9378985542173094,13
3,2024-03-20,R1,002460,赣锋锂业,新能源,0.003768107526678213,0.07271289807321032,0.0,0.003768107526678213,1.0,7
3,2024-03-20,R1,002475,立讯精密,电子,0.0013088408240340464,0.025256606601123534,0.0011207934716747207,0.00018804735235932574,0.14367473026990035,12
3,2024-03-20,R1,600030,中信证券,非银金融,0.0032585699756472134,0.06288038884934224,0.00028725284897102043,0.0029713171266761923,0.9118469601334962,8
3,2024-03-20,R1,600036,招商银行,银行,0.006362114894259193,0.12276927039928061,0.0024287503503729537,0.003933364543886238,0.6182479583063614,3
3,2024-03-20,R1,600519,贵州茅台,食品饮料,0.0026347704944154056,0.05084297543271513,0.0011885619711947707,0.0014462085232206353,0.5488935473833425,9
3,2024-03-20,R1,600887,伊利股份,食品饮料,0.004429441442317209,0.08547461075252101,0.001198096753064248,0.0032313446892529617,0.7295151615239601,4
3,2024-03-20,R1,601288,农业银行,银行,0.0004233967763530009,0.008170256932827349,0.00038697331757738657,3.642345877561428e-05,0.08602677396213038,15
3,2024-03-20,R1,601318,中国平安,非银金融,0.007103204637466167,0.1370700255076186,0.00028725284897102043,0.0068159517884951466,0.9595601051029993,2
3,2024-03-20,R1,601398,工商银行,银行,0.0007253102135685436,0.013996258667586513,0.00010626584719804989,0.0006190443663704936,0.8534891068537152,14
3,2024-03-20,R1,603501,韦尔股份,电子,0.002563852969972725,0.04947448509906723,0.0015320788863371934,0.0010317740836355317,0.4024310659462301,10
